date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:28:50	934519/934519	---MCZ	200	added ('OK')	text/html	etag:W/%22d6bfe30d6de9f961cc0ff8e34ba1c76b%22	https://atul999.wixsite.com/pricing/programs	C:/Users/a/Documents/x/atul999.wixsite.com/pricing/programs.html	(from https://atul999.wixsite.com/pricing)
22:28:53	1086297/1086297	---MCZ	200	added ('OK')	text/html	etag:W/%229b2b5df10d20702db94d192bb4531237%22	https://atul999.wixsite.com/pricing/blog	C:/Users/a/Documents/x/atul999.wixsite.com/pricing/blog.html	(from https://atul999.wixsite.com/pricing)
22:28:56	1121068/1121068	---MCZ	200	added ('OK')	text/html	etag:W/%22acdc4e157a34d205feb96317aa1641fb%22	https://atul999.wixsite.com/pricing/shop	C:/Users/a/Documents/x/atul999.wixsite.com/pricing/shop.html	(from https://atul999.wixsite.com/pricing)
22:29:02	548605/548605	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jun%202024%2016:58:57%20GMT	https://atul999.wixsite.com/pricing/plans-pricing	C:/Users/a/Documents/x/atul999.wixsite.com/pricing/plans-pricing.html	(from https://atul999.wixsite.com/pricing)
22:29:04	781175/781175	---MCZ	200	added ('OK')	text/html	etag:W/%22eb24d4bd71f131ac15fadaed842a8ef6%22	https://atul999.wixsite.com/pricing/get-started	C:/Users/a/Documents/x/atul999.wixsite.com/pricing/get-started.html	(from https://atul999.wixsite.com/pricing)
22:29:07	1136335/1136335	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Jun%202024%2016:59:01%20GMT	https://atul999.wixsite.com/pricing/cart-page	C:/Users/a/Documents/x/atul999.wixsite.com/pricing/cart-page.html	(from https://atul999.wixsite.com/pricing)
22:29:07	999/999	---M--	200	added ('OK')	image/jpeg	date:Sat,%2015%20Jun%202024%2016:59:03%20GMT	https://static.wixstatic.com/media/c837a6_eb322a4179e54d788eef6896e67f05d0~mv2.jpg/v1/fill/w_98,h_55,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/c837a6_eb322a4179e54d788eef6896e67f05d0~mv2.jpg	C:/Users/a/Documents/x/static.wixstatic.com/media/c837a6_eb322a4179e54d788eef6896e67f05d0_mv2.jpg/v1/fill/w_98,h_55,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/c837a6_eb322a4179e54d788eef6896e67f05d0_mv2.jpg	(from https://atul999.wixsite.com/pricing)
22:29:08	1579/1579	---M--	200	added ('OK')	image/jpeg	date:Sat,%2015%20Jun%202024%2016:59:04%20GMT	https://static.wixstatic.com/media/c837a6_41aece62e57346379d12018aece18ea2~mv2.jpg/v1/fill/w_122,h_128,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/c837a6_41aece62e57346379d12018aece18ea2~mv2.jpg	C:/Users/a/Documents/x/static.wixstatic.com/media/c837a6_41aece62e57346379d12018aece18ea2_mv2.jpg/v1/fill/w_122,h_128,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/c837a6_41aece62e57346379d12018aece18ea2_mv2.jpg	(from https://atul999.wixsite.com/pricing)
22:29:09	1111/1111	---M--	200	added ('OK')	image/jpeg	date:Sat,%2015%20Jun%202024%2016:59:04%20GMT	https://static.wixstatic.com/media/c837a6_d11c6c437c0f4feb9de8591b42ead168~mv2.jpg/v1/fill/w_147,h_79,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/c837a6_d11c6c437c0f4feb9de8591b42ead168~mv2.jpg	C:/Users/a/Documents/x/static.wixstatic.com/media/c837a6_d11c6c437c0f4feb9de8591b42ead168_mv2.jpg/v1/fill/w_147,h_79,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/c837a6_d11c6c437c0f4feb9de8591b42ead168_mv2.jpg	(from https://atul999.wixsite.com/pricing)
22:29:10	10570/10570	---M--	200	added ('OK')	image/png	date:Sat,%2015%20Jun%202024%2016:59:06%20GMT	https://static.wixstatic.com/media/c837a6_def52106c3644d81827598294297c6b6~mv2.png/v1/fill/w_134,h_40,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_auto/Group%2016.png	C:/Users/a/Documents/x/static.wixstatic.com/media/c837a6_def52106c3644d81827598294297c6b6_mv2.png/v1/fill/w_134,h_40,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_auto/Group%2016.png	(from https://atul999.wixsite.com/pricing)
22:29:11	10818/10818	---M--	200	added ('OK')	image/png	date:Sat,%2015%20Jun%202024%2016:59:07%20GMT	https://static.wixstatic.com/media/c837a6_c30ebf8c66f24efaaa20d000079f76c7~mv2.png/v1/fill/w_99,h_64,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_auto/Group%2028.png	C:/Users/a/Documents/x/static.wixstatic.com/media/c837a6_c30ebf8c66f24efaaa20d000079f76c7_mv2.png/v1/fill/w_99,h_64,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_auto/Group%2028.png	(from https://atul999.wixsite.com/pricing)
22:29:11	10090/10090	---M--	200	added ('OK')	image/png	date:Sat,%2015%20Jun%202024%2016:59:07%20GMT	https://static.wixstatic.com/media/c837a6_02aaf8e59c6647aaac518fec8d5dd3d3~mv2.png/v1/fill/w_149,h_33,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_auto/Group%2020.png	C:/Users/a/Documents/x/static.wixstatic.com/media/c837a6_02aaf8e59c6647aaac518fec8d5dd3d3_mv2.png/v1/fill/w_149,h_33,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_auto/Group%2020.png	(from https://atul999.wixsite.com/pricing)
22:29:12	9025/9025	---M--	200	added ('OK')	image/png	date:Sat,%2015%20Jun%202024%2016:59:08%20GMT	https://static.wixstatic.com/media/c837a6_affc426fdd1a4284b30463713e36b567~mv2.png/v1/fill/w_96,h_44,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_auto/Group%2017.png	C:/Users/a/Documents/x/static.wixstatic.com/media/c837a6_affc426fdd1a4284b30463713e36b567_mv2.png/v1/fill/w_96,h_44,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_auto/Group%2017.png	(from https://atul999.wixsite.com/pricing)
22:29:13	953/953	---M--	200	added ('OK')	image/jpeg	date:Sat,%2015%20Jun%202024%2016:59:09%20GMT	https://static.wixstatic.com/media/c837a6_0f9a4576e86442e3b124952322acdd72~mv2.jpg/v1/fill/w_105,h_59,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/c837a6_0f9a4576e86442e3b124952322acdd72~mv2.jpg	C:/Users/a/Documents/x/static.wixstatic.com/media/c837a6_0f9a4576e86442e3b124952322acdd72_mv2.jpg/v1/fill/w_105,h_59,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/c837a6_0f9a4576e86442e3b124952322acdd72_mv2.jpg	(from https://atul999.wixsite.com/pricing)
22:29:14	20314/20314	---M--	200	added ('OK')	image/png	date:Sat,%2015%20Jun%202024%2016:59:09%20GMT	https://static.wixstatic.com/media/c837a6_159e86d4444649fcada7bff77ae670adf000.png/v1/fill/w_125,h_125,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/c837a6_159e86d4444649fcada7bff77ae670adf000.png	C:/Users/a/Documents/x/static.wixstatic.com/media/c837a6_159e86d4444649fcada7bff77ae670adf000.png/v1/fill/w_125,h_125,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/c837a6_159e86d4444649fcada7bff77ae670adf000.png	(from https://atul999.wixsite.com/pricing)
22:29:14	65254/65254	---M-Z	200	added ('OK')	application/javascript	etag:%225b6773578af8dd5591339930c2b29024%22	https://browser.sentry-cdn.com/6.18.2/bundle.min.js	C:/Users/a/Documents/x/browser.sentry-cdn.com/6.18.2/bundle.min.js	(from https://atul999.wixsite.com/pricing)
22:29:15	3027/3027	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2015%20Jun%202024%2016:59:11%20GMT	https://atul999.wixsite.com/sitemap.xml	C:/Users/a/Documents/x/atul999.wixsite.com/sitemap.18.delayed	(from https://atul999.wixsite.com/pricing)
22:29:16	3027/3027	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2015%20Jun%202024%2016:59:12%20GMT	https://atul999.wixsite.com/feed.xml	C:/Users/a/Documents/x/atul999.wixsite.com/feed.19.delayed	(from https://atul999.wixsite.com/pricing)
22:29:16	3027/3027	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2015%20Jun%202024%2016:59:12%20GMT	https://atul999.wixsite.com/${n.uri}	C:/Users/a/Documents/x/atul999.wixsite.com/${n.1a.delayed	(from https://atul999.wixsite.com/pricing)
22:29:18	114386/114386	---M-Z	200	added ('OK')	application/javascript	etag:W/%220e0637c5a970dadf05bcd3beb84364eb%22	https://static.parastorage.com/services/wix-thunderbolt/dist/thunderbolt-commons.35876736.bundle.min.js	C:/Users/a/Documents/x/static.parastorage.com/services/wix-thunderbolt/dist/thunderbolt-commons.35876736.bundle.min.js	(from https://atul999.wixsite.com/pricing)
22:29:18	204806/204806	---M-Z	200	added ('OK')	application/javascript	etag:W/%22ec1f1a2e71535d7b02871a953eab8f67%22	https://static.parastorage.com/services/wix-thunderbolt/dist/main.cd290f82.bundle.min.js	C:/Users/a/Documents/x/static.parastorage.com/services/wix-thunderbolt/dist/main.cd290f82.bundle.min.js	(from https://atul999.wixsite.com/pricing)
22:29:19	166/166	---M--	200	added ('OK')	application/javascript	etag:%227276034de396f62e15b7cc118d61c360%22	https://static.parastorage.com/services/wix-thunderbolt/dist/main.renderer.1d21f023.bundle.min.js	C:/Users/a/Documents/x/static.parastorage.com/services/wix-thunderbolt/dist/main.renderer.1d21f023.bundle.min.js	(from https://atul999.wixsite.com/pricing)
22:29:19	73015/73015	---M-Z	200	added ('OK')	application/javascript	etag:W/%229becc40fb1d85d21d0ca38e2f7069511%22	https://static.parastorage.com/unpkg/lodash@4.17.21/lodash.min.js	C:/Users/a/Documents/x/static.parastorage.com/unpkg/lodash@4.17.21/lodash.min.js	(from https://atul999.wixsite.com/pricing)
22:29:20	10751/10751	---M-Z	200	added ('OK')	application/javascript	etag:W/%22e91b2616629791b375867c298dc846cc%22	https://static.parastorage.com/unpkg/react@18.3.1/umd/react.production.min.js	C:/Users/a/Documents/x/static.parastorage.com/unpkg/react@18.3.1/umd/react.production.min.js	(from https://atul999.wixsite.com/pricing)
22:29:21	131835/131835	---M-Z	200	added ('OK')	application/javascript	etag:W/%227d4842a904e5d5d1b19240075998b111%22	https://static.parastorage.com/unpkg/react-dom@18.3.1/umd/react-dom.production.min.js	C:/Users/a/Documents/x/static.parastorage.com/unpkg/react-dom@18.3.1/umd/react-dom.production.min.js	(from https://atul999.wixsite.com/pricing)
22:29:22	3027/3027	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2015%20Jun%202024%2016:59:17%20GMT	https://atul999.wixsite.com/decodeURIComponent(e	C:/Users/a/Documents/x/atul999.wixsite.com/decodeURIComponent(e.21.delayed	(from https://atul999.wixsite.com/pricing)
22:29:22	9691/9691	---M-Z	200	added ('OK')	application/javascript	etag:W/%227163b2f1c5793d25bde396133051edf8%22	https://static.parastorage.com/services/tag-manager-client/1.844.0/siteTags.bundle.min.js	C:/Users/a/Documents/x/static.parastorage.com/services/tag-manager-client/1.844.0/siteTags.bundle.min.js	(from https://atul999.wixsite.com/pricing)
22:29:23	30907/30907	---M-Z	200	added ('OK')	application/javascript	etag:W/%225e646fa090a760653cfa56c727bb5a13%22	https://static.parastorage.com/services/wix-perf-measure/1.1095.0/wix-perf-measure.umd.min.js	C:/Users/a/Documents/x/static.parastorage.com/services/wix-perf-measure/1.1095.0/wix-perf-measure.umd.min.js	(from https://atul999.wixsite.com/pricing)
22:29:24	3028/3028	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2015%20Jun%202024%2016:59:20%20GMT	https://atul999.wixsite.com/pricing/location.href	C:/Users/a/Documents/x/atul999.wixsite.com/pricing/location.24.delayed	(from https://atul999.wixsite.com/pricing/solutions)
22:29:26	1362/1362	---M--	200	added ('OK')	image/jpeg	date:Sat,%2015%20Jun%202024%2016:59:21%20GMT	https://static.wixstatic.com/media/c837a6_3f53cdbff83b47b19a97bd35c767333c~mv2.jpg/v1/fill/w_147,h_83,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/c837a6_3f53cdbff83b47b19a97bd35c767333c~mv2.jpg	C:/Users/a/Documents/x/static.wixstatic.com/media/c837a6_3f53cdbff83b47b19a97bd35c767333c_mv2.jpg/v1/fill/w_147,h_83,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/c837a6_3f53cdbff83b47b19a97bd35c767333c_mv2.jpg	(from https://atul999.wixsite.com/pricing/solutions)
22:29:26	1376/1376	---M--	200	added ('OK')	image/jpeg	date:Sat,%2015%20Jun%202024%2016:59:22%20GMT	https://static.wixstatic.com/media/c837a6_41007e02b626433b850e5cfc4f2fb91d~mv2.jpg/v1/fill/w_98,h_52,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/c837a6_41007e02b626433b850e5cfc4f2fb91d~mv2.jpg	C:/Users/a/Documents/x/static.wixstatic.com/media/c837a6_41007e02b626433b850e5cfc4f2fb91d_mv2.jpg/v1/fill/w_98,h_52,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/c837a6_41007e02b626433b850e5cfc4f2fb91d_mv2.jpg	(from https://atul999.wixsite.com/pricing/solutions)
22:29:27	3029/3029	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2015%20Jun%202024%2016:59:23%20GMT	https://atul999.wixsite.com/pricing/robots.txt	C:/Users/a/Documents/x/atul999.wixsite.com/pricing/robots.27.delayed	(from https://atul999.wixsite.com/pricing/solutions)
22:29:29	753/753	---M--	200	added ('OK')	text/xml	etag:W/%222f1-nT/XSvjzIi1CxaRQhVbAkKE2d7A%22	https://atul999.wixsite.com/pricing/sitemap.xml	C:/Users/a/Documents/x/atul999.wixsite.com/pricing/sitemap.xml	(from https://atul999.wixsite.com/pricing/solutions)
22:29:30	3029/3029	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2015%20Jun%202024%2016:59:26%20GMT	https://atul999.wixsite.com/pricing/feed.xml	C:/Users/a/Documents/x/atul999.wixsite.com/pricing/feed.29.delayed	(from https://atul999.wixsite.com/pricing/solutions)
22:29:30	3029/3029	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2015%20Jun%202024%2016:59:26%20GMT	https://atul999.wixsite.com/pricing/${n.uri}	C:/Users/a/Documents/x/atul999.wixsite.com/pricing/${n.2a.delayed	(from https://atul999.wixsite.com/pricing/solutions)
22:29:32	3028/3028	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2015%20Jun%202024%2016:59:28%20GMT	https://atul999.wixsite.com/pricing/decodeURIComponent(e	C:/Users/a/Documents/x/atul999.wixsite.com/pricing/decodeURIComponent(e.2b.delayed	(from https://atul999.wixsite.com/pricing/solutions)
22:29:34	1252/1252	---M--	200	added ('OK')	image/jpeg	date:Sat,%2015%20Jun%202024%2016:59:29%20GMT	https://static.wixstatic.com/media/c837a6_a56caf65f5424508937c5d7a4ced1619~mv2.jpg/v1/fill/w_98,h_55,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/c837a6_a56caf65f5424508937c5d7a4ced1619~mv2.jpg	C:/Users/a/Documents/x/static.wixstatic.com/media/c837a6_a56caf65f5424508937c5d7a4ced1619_mv2.jpg/v1/fill/w_98,h_55,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/c837a6_a56caf65f5424508937c5d7a4ced1619_mv2.jpg	(from https://atul999.wixsite.com/pricing/vision)
22:29:34	1303/1303	---M--	200	added ('OK')	image/jpeg	date:Sat,%2015%20Jun%202024%2016:59:30%20GMT	https://static.wixstatic.com/media/c837a6_e166632dd5264456b9b5beba3bd949dd~mv2.jpg/v1/fill/w_98,h_55,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/c837a6_e166632dd5264456b9b5beba3bd949dd~mv2.jpg	C:/Users/a/Documents/x/static.wixstatic.com/media/c837a6_e166632dd5264456b9b5beba3bd949dd_mv2.jpg/v1/fill/w_98,h_55,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/c837a6_e166632dd5264456b9b5beba3bd949dd_mv2.jpg	(from https://atul999.wixsite.com/pricing/vision)
22:29:40	913296/913296	---MCZ	200	added ('OK')	text/html	etag:W/%22e75c4d056d76f7743292dbe605cde867%22	https://atul999.wixsite.com/pricing/challenge-page/277fbd89-775b-4464-ae08-d4087620fbfa	C:/Users/a/Documents/x/atul999.wixsite.com/pricing/challenge-page/277fbd89-775b-4464-ae08-d4087620fbfa.html	(from https://atul999.wixsite.com/pricing/programs)
22:29:44	912782/912782	---MCZ	200	added ('OK')	text/html	etag:W/%221ba7c43ad80d602c5584585882f95347%22	https://atul999.wixsite.com/pricing/challenge-page/4816bf27-5e4f-4633-9647-ffe421f1fb3d	C:/Users/a/Documents/x/atul999.wixsite.com/pricing/challenge-page/4816bf27-5e4f-4633-9647-ffe421f1fb3d.html	(from https://atul999.wixsite.com/pricing/programs)
22:29:46	913856/913856	---MCZ	200	added ('OK')	text/html	etag:W/%22b665138afcb58e9110630ff2fc9267ac%22	https://atul999.wixsite.com/pricing/challenge-page/5d39a06c-f262-43c7-ac7e-44ddab4501a0	C:/Users/a/Documents/x/atul999.wixsite.com/pricing/challenge-page/5d39a06c-f262-43c7-ac7e-44ddab4501a0.html	(from https://atul999.wixsite.com/pricing/programs)
22:29:47	25211/25211	---M-Z	200	added ('OK')	application/javascript	etag:W/%22fcd632905c8f355a62e40ce0fd633acb%22	https://static.parastorage.com/services/communities-blog-ooi/1.1781.0/client-viewer/7324.chunk.min.js	C:/Users/a/Documents/x/static.parastorage.com/services/communities-blog-ooi/1.1781.0/client-viewer/7324.chunk.min.js	(from https://atul999.wixsite.com/pricing/blog)
22:29:48	287564/287564	---M-Z	200	added ('OK')	application/javascript	etag:W/%22b488f0cd05c43c19b3c397ea94f7d19c%22	https://static.parastorage.com/services/communities-blog-ooi/1.1781.0/client-viewer/3013.chunk.min.js	C:/Users/a/Documents/x/static.parastorage.com/services/communities-blog-ooi/1.1781.0/client-viewer/3013.chunk.min.js	(from https://atul999.wixsite.com/pricing/blog)
22:29:49	31852/31852	---M-Z	200	added ('OK')	application/javascript	etag:W/%22e26b154cd10fbcdafa950f199bc22abe%22	https://static.parastorage.com/services/communities-blog-ooi/1.1781.0/client-viewer/post-list-pro-gallery.chunk.min.js	C:/Users/a/Documents/x/static.parastorage.com/services/communities-blog-ooi/1.1781.0/client-viewer/post-list-pro-gallery.chunk.min.js	(from https://atul999.wixsite.com/pricing/blog)
22:29:50	1236/1236	---M--	200	added ('OK')	image/jpeg	date:Sat,%2015%20Jun%202024%2016:59:46%20GMT	https://static.wixstatic.com/media/c837a6_3f53cdbff83b47b19a97bd35c767333c~mv2.jpg/v1/fill/w_133,h_75,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/c837a6_3f53cdbff83b47b19a97bd35c767333c~mv2.jpg	C:/Users/a/Documents/x/static.wixstatic.com/media/c837a6_3f53cdbff83b47b19a97bd35c767333c_mv2.jpg/v1/fill/w_133,h_75,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/c837a6_3f53cdbff83b47b19a97bd35c767333c_mv2.jpg	(from https://atul999.wixsite.com/pricing/blog)
22:29:54	1065599/1065599	---MCZ	200	added ('OK')	text/html	etag:W/%2210b14624869687d99e65ce450db1889a%22	https://atul999.wixsite.com/pricing/post/8-technology-trends-that-will-dominate-this-year	C:/Users/a/Documents/x/atul999.wixsite.com/pricing/post/8-technology-trends-that-will-dominate-this-year.html	(from https://atul999.wixsite.com/pricing/blog)
22:29:57	1077231/1077231	---MCZ	200	added ('OK')	text/html	etag:W/%227f65535286e1cef6a82b8a45e15c03c3%22	https://atul999.wixsite.com/pricing/post/big-data-101-an-introduction-to-data-query-engines	C:/Users/a/Documents/x/atul999.wixsite.com/pricing/post/big-data-101-an-introduction-to-data-query-engines.html	(from https://atul999.wixsite.com/pricing/blog)
22:29:59	1077290/1077290	---MCZ	200	added ('OK')	text/html	etag:W/%224c1376c11f6fc7c0e454eb946f8b81c2%22	https://atul999.wixsite.com/pricing/post/the-online-database-migration-guide	C:/Users/a/Documents/x/atul999.wixsite.com/pricing/post/the-online-database-migration-guide.html	(from https://atul999.wixsite.com/pricing/blog)
22:30:02	1065667/1065667	---MCZ	200	added ('OK')	text/html	etag:W/%22252ec87df20726af295db999bfb58ffa%22	https://atul999.wixsite.com/pricing/post/top-data-integration-use-cases-for-the-year-ahead	C:/Users/a/Documents/x/atul999.wixsite.com/pricing/post/top-data-integration-use-cases-for-the-year-ahead.html	(from https://atul999.wixsite.com/pricing/blog)
22:30:05	1076767/1076767	---MCZ	200	added ('OK')	text/html	etag:W/%22d43fce0276eed54808c0e0b519ef33f9%22	https://atul999.wixsite.com/pricing/post/top-10-sales-skills-you-must-master	C:/Users/a/Documents/x/atul999.wixsite.com/pricing/post/top-10-sales-skills-you-must-master.html	(from https://atul999.wixsite.com/pricing/blog)
22:30:07	1064988/1064988	---MCZ	200	added ('OK')	text/html	etag:W/%22a3bde5b7bb5b63b16c195b1ab1b31430%22	https://atul999.wixsite.com/pricing/post/now-is-the-time-for-revenue-intelligence	C:/Users/a/Documents/x/atul999.wixsite.com/pricing/post/now-is-the-time-for-revenue-intelligence.html	(from https://atul999.wixsite.com/pricing/blog)
22:30:10	1076805/1076805	---MCZ	200	added ('OK')	text/html	etag:W/%22f26d1987419d85dd7e62e49c3a352fc5%22	https://atul999.wixsite.com/pricing/post/how-to-make-data-science-workflow-efficient	C:/Users/a/Documents/x/atul999.wixsite.com/pricing/post/how-to-make-data-science-workflow-efficient.html	(from https://atul999.wixsite.com/pricing/blog)
22:30:14	1066153/1066153	---MCZ	200	added ('OK')	text/html	etag:W/%22ee537e634ffc012b49469762a648ed6f%22	https://atul999.wixsite.com/pricing/post/you-have-your-sales-forecast-now-what	C:/Users/a/Documents/x/atul999.wixsite.com/pricing/post/you-have-your-sales-forecast-now-what.html	(from https://atul999.wixsite.com/pricing/blog)
22:30:18	2842/2842	---M--	200	added ('OK')	image/jpeg	date:Sat,%2015%20Jun%202024%2017:00:14%20GMT	https://static.wixstatic.com/media/a9ff3b_9928686dcfa740bd802821d0b6f4ac03.jpg/v1/fill/w_147,h_147,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/a9ff3b_9928686dcfa740bd802821d0b6f4ac03.jpg	C:/Users/a/Documents/x/static.wixstatic.com/media/a9ff3b_9928686dcfa740bd802821d0b6f4ac03.jpg/v1/fill/w_147,h_147,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/a9ff3b_9928686dcfa740bd802821d0b6f4ac03.jpg	(from https://atul999.wixsite.com/pricing/shop)
22:30:19	1259058/1259058	---MCZ	200	added ('OK')	text/html	etag:W/%22e7e0cc15c5fd79b7ff6639ecccfca31b%22	https://atul999.wixsite.com/pricing/product-page/i-m-a-product	C:/Users/a/Documents/x/atul999.wixsite.com/pricing/product-page/i-m-a-product.html	(from https://atul999.wixsite.com/pricing/shop)
22:30:19	2608/2608	---M--	200	added ('OK')	image/jpeg	date:Sat,%2015%20Jun%202024%2017:00:14%20GMT	https://static.wixstatic.com/media/a9ff3b_b2039d1e6a954631a41b85d674400f19.jpg/v1/fill/w_147,h_147,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/a9ff3b_b2039d1e6a954631a41b85d674400f19.jpg	C:/Users/a/Documents/x/static.wixstatic.com/media/a9ff3b_b2039d1e6a954631a41b85d674400f19.jpg/v1/fill/w_147,h_147,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/a9ff3b_b2039d1e6a954631a41b85d674400f19.jpg	(from https://atul999.wixsite.com/pricing/shop)
22:30:22	3109/3109	---M--	200	added ('OK')	image/jpeg	date:Sat,%2015%20Jun%202024%2017:00:18%20GMT	https://static.wixstatic.com/media/a9ff3b_1eec973ae9eb43f4bca9876e5d90f6fa.jpg/v1/fill/w_147,h_147,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/a9ff3b_1eec973ae9eb43f4bca9876e5d90f6fa.jpg	C:/Users/a/Documents/x/static.wixstatic.com/media/a9ff3b_1eec973ae9eb43f4bca9876e5d90f6fa.jpg/v1/fill/w_147,h_147,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/a9ff3b_1eec973ae9eb43f4bca9876e5d90f6fa.jpg	(from https://atul999.wixsite.com/pricing/shop)
